vehicle_id,make,model,year,price,kms_driven,fuel_type,transmission,location,source,condition_score,scraped_at,listing_age_days,seller_type,verified,images_count,description,features
realtime_012,Mahindra,Bolero,2019,497002,46824,Diesel,Automatic,Ahmedabad,cars24,0.7,2025-07-24T15:02:21.978728,19,Dealer,True,14,Mahindra Bolero 2019 in excellent condition,"['AC', 'Airbags', 'Central Locking', 'Fog Lights']"
realtime_013,Toyota,Innova Crysta,2024,1387348,1850,Petrol,Manual,Delhi,spinny,1.0,2025-07-24T15:02:21.978728,24,Individual,False,17,Toyota Innova Crysta 2024 in excellent condition,"['ABS', 'Central Locking', 'Power Windows', 'Airbags', 'Power Steering']"
realtime_014,Maruti Suzuki,Vitara Brezza,2022,600812,26440,Petrol,Automatic,Pune,cars24,0.93,2025-07-24T15:02:21.978728,14,Individual,True,5,Maruti Suzuki Vitara Brezza 2022 in excellent condition,"['Music System', 'Airbags', 'Fog Lights', 'Power Steering', 'Power Windows', 'Alloy Wheels']"
realtime_015,Honda,WR-V,2021,455399,42105,Diesel,Manual,Chennai,olx,0.88,2025-07-24T15:02:21.978728,1,Individual,False,12,Honda WR-V 2021 in excellent condition,"['Alloy Wheels', 'Music System', 'Fog Lights', 'AC', 'Power Windows', 'Power Steering', 'Airbags']"
realtime_016,Honda,WR-V,2022,485928,25628,Petrol,Manual,Bangalore,carwale,0.91,2025-07-24T15:02:21.978728,27,Individual,False,5,Honda WR-V 2022 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Central Locking', 'AC', 'Music System', 'Power Windows']"
realtime_017,Audi,Q3,2018,1960096,56120,Petrol,Automatic,Chennai,carwale,0.58,2025-07-24T15:02:21.978728,19,Individual,False,13,Audi Q3 2018 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Music System', 'AC', 'ABS', 'Power Windows']"
realtime_018,Tata,Altroz,2024,601163,1000,Petrol,Automatic,Kolkata,cardekho,0.98,2025-07-24T15:02:21.978728,22,Dealer,True,15,Tata Altroz 2024 in excellent condition,"['Power Steering', 'Fog Lights', 'ABS', 'Alloy Wheels']"
realtime_019,Tata,Safari,2021,853266,33934,Diesel,Manual,Bangalore,cars24,0.81,2025-07-24T15:02:21.978728,15,Dealer,True,20,Tata Safari 2021 in excellent condition,"['ABS', 'Power Steering', 'Power Windows', 'Alloy Wheels', 'Music System', 'AC']"
realtime_020,Hyundai,i20,2018,347579,62496,Petrol,Automatic,Mumbai,carwale,0.66,2025-07-24T15:02:21.978728,4,Individual,True,11,Hyundai i20 2018 in excellent condition,"['Power Steering', 'AC', 'ABS', 'Music System']"
realtime_021,Mahindra,XUV700,2023,1013627,7766,Petrol,Manual,Jaipur,cars24,0.84,2025-07-24T15:02:21.978728,20,Individual,False,17,Mahindra XUV700 2023 in excellent condition,"['Power Steering', 'Fog Lights', 'AC', 'ABS']"
realtime_022,Maruti Suzuki,Baleno,2024,406096,1000,Petrol,Manual,Hyderabad,spinny,1.0,2025-07-24T15:02:21.978728,6,Individual,True,5,Maruti Suzuki Baleno 2024 in excellent condition,"['AC', 'Music System', 'ABS', 'Airbags', 'Central Locking', 'Fog Lights']"
realtime_023,Honda,Jazz,2023,533767,11655,Petrol,Automatic,Mumbai,olx,1.0,2025-07-24T15:02:21.978728,23,Individual,False,10,Honda Jazz 2023 in excellent condition,"['Airbags', 'Power Steering', 'Fog Lights', 'Power Windows', 'Music System']"
realtime_024,Tata,Harrier,2020,1025101,41702,Diesel,Manual,Bangalore,cartrade,0.75,2025-07-24T15:02:21.978728,10,Dealer,False,19,Tata Harrier 2020 in excellent condition,"['Airbags', 'AC', 'Alloy Wheels', 'Fog Lights', 'Central Locking', 'Power Windows']"
realtime_025,Hyundai,Grand i10 Nios,2020,280269,42981,CNG,Manual,Pune,spinny,0.68,2025-07-24T15:02:21.978728,15,Dealer,False,18,Hyundai Grand i10 Nios 2020 in excellent condition,"['Power Steering', 'Airbags', 'Music System']"
realtime_026,Maruti Suzuki,Swift,2023,370593,11815,Petrol,Automatic,Delhi,cardekho,1.0,2025-07-24T15:02:21.978728,26,Individual,True,13,Maruti Suzuki Swift 2023 in excellent condition,"['Power Steering', 'Music System', 'Alloy Wheels']"
realtime_027,BMW,X1,2021,1815633,35619,Petrol,Manual,Lucknow,carwale,0.82,2025-07-24T15:02:21.978728,23,Individual,False,9,BMW X1 2021 in excellent condition,"['Fog Lights', 'Central Locking', 'ABS', 'Music System', 'Power Steering']"
realtime_028,Audi,A4,2024,4039196,1733,Petrol,Manual,Pune,cartrade,1.0,2025-07-24T15:02:21.978728,6,Individual,True,17,Audi A4 2024 in excellent condition,"['ABS', 'Power Steering', 'Central Locking']"
realtime_029,Maruti Suzuki,Baleno,2020,415371,49230,Petrol,Manual,Mumbai,spinny,0.69,2025-07-24T15:02:21.978728,3,Individual,False,5,Maruti Suzuki Baleno 2020 in excellent condition,"['Central Locking', 'Alloy Wheels', 'AC', 'Power Windows', 'ABS']"
realtime_030,Tata,Punch,2024,375091,1000,Petrol,Manual,Mumbai,carwale,0.93,2025-07-24T15:02:21.978728,26,Individual,False,6,Tata Punch 2024 in excellent condition,"['ABS', 'Central Locking', 'Power Windows', 'Fog Lights', 'Alloy Wheels', 'Power Steering', 'AC']"
realtime_031,Hyundai,i20,2021,408276,41122,Diesel,Automatic,Lucknow,spinny,0.83,2025-07-24T15:02:21.978728,14,Dealer,False,8,Hyundai i20 2021 in excellent condition,"['AC', 'Music System', 'Airbags', 'Alloy Wheels', 'Central Locking', 'ABS', 'Power Windows']"
realtime_032,Mercedes-Benz,GLA,2023,3262013,9709,Petrol,Manual,Bangalore,olx,0.99,2025-07-24T15:02:21.978728,9,Individual,False,8,Mercedes-Benz GLA 2023 in excellent condition,"['AC', 'Power Steering', 'Music System', 'Alloy Wheels', 'Power Windows', 'Central Locking']"
realtime_033,BMW,X1,2023,2949339,9602,Petrol,Automatic,Kolkata,spinny,0.88,2025-07-24T15:02:21.978728,14,Individual,False,8,BMW X1 2023 in excellent condition,"['Airbags', 'Music System', 'ABS', 'Fog Lights', 'Power Windows', 'Central Locking', 'AC']"
realtime_034,Tata,Punch,2020,296321,33505,CNG,Manual,Mumbai,olx,0.73,2025-07-24T15:02:21.978728,18,Individual,False,20,Tata Punch 2020 in excellent condition,"['ABS', 'AC', 'Power Windows', 'Alloy Wheels']"
realtime_035,Hyundai,Verna,2021,470525,29292,Petrol,Manual,Chennai,cartrade,0.87,2025-07-24T15:02:21.978728,20,Dealer,True,14,Hyundai Verna 2021 in excellent condition,"['ABS', 'Airbags', 'Alloy Wheels']"
realtime_036,Maruti Suzuki,Baleno,2018,358687,62684,Petrol,Automatic,Kolkata,spinny,0.55,2025-07-24T15:02:21.978728,19,Individual,True,7,Maruti Suzuki Baleno 2018 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Central Locking', 'Power Windows', 'Airbags']"
realtime_037,Tata,Punch,2020,301860,51131,Petrol,Manual,Ahmedabad,olx,0.76,2025-07-24T15:02:21.978728,17,Dealer,True,14,Tata Punch 2020 in excellent condition,"['Alloy Wheels', 'Power Windows', 'Central Locking', 'Airbags', 'Power Steering', 'Fog Lights']"
realtime_038,BMW,X1,2021,1994006,41270,Petrol,Automatic,Lucknow,cardekho,0.84,2025-07-24T15:02:21.978728,24,Dealer,True,9,BMW X1 2021 in excellent condition,"['ABS', 'Alloy Wheels', 'Power Windows']"
realtime_039,Maruti Suzuki,Swift,2022,273274,19940,CNG,Manual,Lucknow,cartrade,0.94,2025-07-24T15:02:21.978728,26,Dealer,False,16,Maruti Suzuki Swift 2022 in excellent condition,"['ABS', 'Alloy Wheels', 'AC']"
realtime_040,Hyundai,Verna,2019,506478,44132,Petrol,Automatic,Hyderabad,olx,0.64,2025-07-24T15:02:21.978728,7,Individual,True,18,Hyundai Verna 2019 in excellent condition,"['Central Locking', 'Airbags', 'Alloy Wheels', 'AC', 'Music System', 'Power Windows']"
realtime_041,BMW,3 Series,2023,3513483,11331,Diesel,Manual,Lucknow,olx,0.84,2025-07-24T15:02:21.978728,30,Individual,False,5,BMW 3 Series 2023 in excellent condition,"['Alloy Wheels', 'Power Windows', 'ABS']"
realtime_042,Hyundai,Verna,2023,715319,12584,Diesel,Manual,Mumbai,cartrade,1.0,2025-07-24T15:02:21.978728,24,Dealer,False,7,Hyundai Verna 2023 in excellent condition,"['AC', 'Music System', 'ABS']"
realtime_043,Maruti Suzuki,Vitara Brezza,2023,572099,9544,Petrol,Automatic,Ahmedabad,cars24,0.97,2025-07-24T15:02:21.978728,20,Dealer,True,16,Maruti Suzuki Vitara Brezza 2023 in excellent condition,"['Music System', 'Power Steering', 'ABS', 'Alloy Wheels']"
realtime_044,Tata,Safari,2024,1170354,1000,Diesel,Manual,Kolkata,olx,1.0,2025-07-24T15:02:21.978728,8,Individual,True,13,Tata Safari 2024 in excellent condition,"['Power Steering', 'Fog Lights', 'Alloy Wheels', 'Airbags', 'Music System', 'Power Windows']"
realtime_045,Hyundai,Creta,2023,595368,13114,Diesel,Automatic,Bangalore,carwale,0.9,2025-07-24T15:02:21.978728,18,Dealer,False,7,Hyundai Creta 2023 in excellent condition,"['Fog Lights', 'Central Locking', 'AC', 'Music System', 'ABS', 'Power Windows', 'Alloy Wheels']"
realtime_046,Hyundai,Verna,2018,557235,53437,Petrol,Automatic,Chennai,spinny,0.57,2025-07-24T15:02:21.978728,3,Individual,False,7,Hyundai Verna 2018 in excellent condition,"['Music System', 'Power Steering', 'ABS', 'Fog Lights', 'Central Locking', 'Power Windows']"
realtime_047,Maruti Suzuki,Vitara Brezza,2019,429347,60379,Petrol,Manual,Chennai,cars24,0.61,2025-07-24T15:02:21.978728,5,Individual,True,11,Maruti Suzuki Vitara Brezza 2019 in excellent condition,"['Power Steering', 'Airbags', 'ABS', 'Alloy Wheels', 'Power Windows', 'Music System']"
realtime_048,Maruti Suzuki,Vitara Brezza,2019,380378,52593,Petrol,Manual,Delhi,cars24,0.68,2025-07-24T15:02:21.978728,15,Dealer,True,19,Maruti Suzuki Vitara Brezza 2019 in excellent condition,"['ABS', 'Airbags', 'Power Steering']"
realtime_049,Maruti Suzuki,Baleno,2022,445398,25576,CNG,Automatic,Bangalore,cars24,0.82,2025-07-24T15:02:21.978728,1,Dealer,True,7,Maruti Suzuki Baleno 2022 in excellent condition,"['Power Windows', 'AC', 'Central Locking', 'Music System', 'Airbags']"
realtime_050,Honda,City,2023,723403,11674,Petrol,Manual,Lucknow,cars24,0.86,2025-07-24T15:02:21.978728,11,Individual,False,7,Honda City 2023 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Power Steering', 'Airbags', 'Music System', 'AC', 'Power Windows']"
realtime_051,Toyota,Innova Crysta,2019,1082673,75893,Diesel,Automatic,Chennai,cars24,0.54,2025-07-24T15:02:21.978728,2,Dealer,False,12,Toyota Innova Crysta 2019 in excellent condition,"['Power Steering', 'Alloy Wheels', 'Airbags', 'Central Locking', 'ABS', 'AC']"
realtime_052,Toyota,Fortuner,2019,1421150,70404,Diesel,Manual,Lucknow,cardekho,0.68,2025-07-24T15:02:21.978728,8,Dealer,False,15,Toyota Fortuner 2019 in excellent condition,"['AC', 'Music System', 'Central Locking', 'Airbags']"
realtime_053,Toyota,Glanza,2020,313273,41757,Petrol,Automatic,Ahmedabad,cartrade,0.74,2025-07-24T15:02:21.978728,9,Dealer,False,16,Toyota Glanza 2020 in excellent condition,"['ABS', 'Alloy Wheels', 'Airbags', 'Fog Lights', 'Music System', 'Power Windows', 'Central Locking']"
realtime_054,BMW,X1,2024,3608861,1000,Diesel,Manual,Lucknow,carwale,0.94,2025-07-24T15:02:21.978728,12,Dealer,False,15,BMW X1 2024 in excellent condition,"['AC', 'ABS', 'Fog Lights', 'Central Locking', 'Airbags', 'Power Windows', 'Alloy Wheels']"
realtime_055,Maruti Suzuki,Vitara Brezza,2022,535065,25125,Petrol,Automatic,Mumbai,cars24,0.88,2025-07-24T15:02:21.978728,21,Individual,True,5,Maruti Suzuki Vitara Brezza 2022 in excellent condition,"['Alloy Wheels', 'Airbags', 'Music System', 'Fog Lights', 'Central Locking', 'Power Steering']"
realtime_056,Toyota,Fortuner,2024,2897051,1403,Petrol,Automatic,Jaipur,carwale,1.0,2025-07-24T15:02:21.978728,7,Dealer,True,9,Toyota Fortuner 2024 in excellent condition,"['Central Locking', 'ABS', 'Airbags', 'Music System', 'Power Steering', 'Fog Lights']"
realtime_057,Maruti Suzuki,Alto K10,2024,302571,1578,Petrol,Manual,Mumbai,carwale,0.99,2025-07-24T15:02:21.978728,8,Individual,True,20,Maruti Suzuki Alto K10 2024 in excellent condition,"['Central Locking', 'Power Steering', 'Fog Lights', 'AC']"
realtime_058,Tata,Safari,2022,1087606,17173,Diesel,Automatic,Chennai,carwale,0.96,2025-07-24T15:02:21.978728,23,Dealer,False,17,Tata Safari 2022 in excellent condition,"['Central Locking', 'Fog Lights', 'AC']"
realtime_059,BMW,X1,2024,3089890,1754,Diesel,Manual,Lucknow,olx,0.96,2025-07-24T15:02:21.978728,9,Individual,True,17,BMW X1 2024 in excellent condition,"['Music System', 'Airbags', 'AC', 'ABS', 'Central Locking', 'Fog Lights']"
realtime_060,Honda,City,2024,1268094,1000,Petrol,Automatic,Delhi,olx,0.96,2025-07-24T15:02:21.978728,27,Dealer,False,7,Honda City 2024 in excellent condition,"['Fog Lights', 'Alloy Wheels', 'Music System', 'Power Windows']"
realtime_061,Hyundai,Verna,2021,464841,37922,Petrol,Automatic,Kolkata,cars24,0.74,2025-07-24T15:02:21.978728,8,Individual,False,19,Hyundai Verna 2021 in excellent condition,"['Fog Lights', 'Airbags', 'AC', 'Alloy Wheels', 'Power Steering', 'ABS', 'Central Locking']"
realtime_062,BMW,3 Series,2020,2183619,47709,Petrol,Automatic,Chennai,spinny,0.73,2025-07-24T15:02:21.978728,25,Individual,True,12,BMW 3 Series 2020 in excellent condition,"['Power Steering', 'ABS', 'Music System', 'Airbags', 'AC', 'Alloy Wheels', 'Power Windows']"
realtime_063,Toyota,Urban Cruiser,2019,492368,63805,Petrol,Automatic,Delhi,cardekho,0.75,2025-07-24T15:02:21.978728,28,Dealer,False,18,Toyota Urban Cruiser 2019 in excellent condition,"['Central Locking', 'Alloy Wheels', 'Music System', 'ABS']"
realtime_064,BMW,3 Series,2021,2374720,45998,Diesel,Automatic,Hyderabad,olx,0.87,2025-07-24T15:02:21.978728,13,Individual,True,7,BMW 3 Series 2021 in excellent condition,"['Central Locking', 'Airbags', 'AC', 'Fog Lights', 'Alloy Wheels']"
realtime_065,Toyota,Urban Cruiser,2023,576249,7606,Petrol,Manual,Pune,cartrade,0.9,2025-07-24T15:02:21.978728,30,Individual,False,20,Toyota Urban Cruiser 2023 in excellent condition,"['Fog Lights', 'Power Steering', 'Music System', 'Central Locking']"
realtime_066,Honda,WR-V,2024,863662,1778,Petrol,Automatic,Bangalore,cardekho,1.0,2025-07-24T15:02:21.978728,4,Dealer,True,18,Honda WR-V 2024 in excellent condition,"['Airbags', 'Fog Lights', 'AC', 'Music System', 'Central Locking']"
realtime_067,Maruti Suzuki,WagonR,2024,411602,1000,CNG,Automatic,Ahmedabad,carwale,0.96,2025-07-24T15:02:21.978728,11,Individual,True,10,Maruti Suzuki WagonR 2024 in excellent condition,"['Fog Lights', 'Power Steering', 'Central Locking', 'Music System', 'ABS', 'Alloy Wheels', 'AC']"
realtime_068,Mercedes-Benz,C-Class,2018,2676319,50037,Petrol,Manual,Delhi,olx,0.54,2025-07-24T15:02:21.978728,20,Dealer,False,19,Mercedes-Benz C-Class 2018 in excellent condition,"['Fog Lights', 'Central Locking', 'AC']"
realtime_069,BMW,3 Series,2023,3298485,9455,Petrol,Manual,Chennai,cartrade,0.93,2025-07-24T15:02:21.978728,27,Individual,True,9,BMW 3 Series 2023 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Power Steering']"
realtime_070,Mercedes-Benz,C-Class,2019,2977338,43698,Petrol,Manual,Mumbai,cartrade,0.68,2025-07-24T15:02:21.978728,24,Individual,True,15,Mercedes-Benz C-Class 2019 in excellent condition,"['Music System', 'Power Steering', 'AC']"
realtime_071,Toyota,Innova Crysta,2024,1526277,1000,Petrol,Automatic,Mumbai,carwale,1.0,2025-07-24T15:02:21.978728,19,Individual,True,5,Toyota Innova Crysta 2024 in excellent condition,"['Music System', 'Power Steering', 'Central Locking', 'Alloy Wheels', 'ABS']"
realtime_072,Hyundai,Creta,2020,516955,55152,Petrol,Automatic,Jaipur,cartrade,0.76,2025-07-24T15:02:21.978728,9,Dealer,False,9,Hyundai Creta 2020 in excellent condition,"['AC', 'Airbags', 'Fog Lights', 'Power Steering', 'Central Locking']"
realtime_073,Mahindra,Scorpio,2021,654910,43095,Diesel,Automatic,Mumbai,spinny,0.71,2025-07-24T15:02:21.978728,14,Individual,True,13,Mahindra Scorpio 2021 in excellent condition,"['Power Windows', 'Music System', 'ABS', 'AC', 'Fog Lights', 'Airbags']"
realtime_074,Honda,Jazz,2020,313238,56007,Petrol,Automatic,Jaipur,cars24,0.68,2025-07-24T15:02:21.978728,28,Individual,False,16,Honda Jazz 2020 in excellent condition,"['Fog Lights', 'Alloy Wheels', 'AC']"
realtime_075,Mahindra,Scorpio,2023,1065703,12303,Diesel,Manual,Lucknow,spinny,0.88,2025-07-24T15:02:21.978728,11,Dealer,False,13,Mahindra Scorpio 2023 in excellent condition,"['Music System', 'ABS', 'Central Locking']"
realtime_076,Honda,Amaze,2018,269757,76919,Diesel,Manual,Mumbai,olx,0.56,2025-07-24T15:02:21.978728,19,Dealer,True,12,Honda Amaze 2018 in excellent condition,"['AC', 'Power Windows', 'Airbags', 'Fog Lights', 'Power Steering', 'Central Locking']"
realtime_077,Mercedes-Benz,C-Class,2022,3510637,15394,Petrol,Manual,Jaipur,cars24,0.86,2025-07-24T15:02:21.978728,6,Dealer,True,8,Mercedes-Benz C-Class 2022 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'Power Windows', 'Central Locking', 'Music System', 'ABS']"
realtime_078,Tata,Altroz,2024,604991,1000,Petrol,Automatic,Hyderabad,olx,0.96,2025-07-24T15:02:21.978728,5,Dealer,True,20,Tata Altroz 2024 in excellent condition,"['Power Windows', 'AC', 'Central Locking', 'ABS', 'Alloy Wheels', 'Airbags', 'Music System']"
realtime_079,Audi,Q3,2020,2393261,31639,Petrol,Manual,Pune,cars24,0.8,2025-07-24T15:02:21.978728,29,Dealer,False,15,Audi Q3 2020 in excellent condition,"['Music System', 'Power Windows', 'ABS', 'Airbags', 'AC']"
realtime_080,Mahindra,Thar,2019,588620,68213,Diesel,Automatic,Pune,cars24,0.66,2025-07-24T15:02:21.978728,27,Dealer,False,8,Mahindra Thar 2019 in excellent condition,"['Fog Lights', 'Airbags', 'Music System', 'Power Steering']"
realtime_081,Tata,Punch,2018,321798,84624,Petrol,Automatic,Kolkata,cartrade,0.58,2025-07-24T15:02:21.980170,1,Dealer,True,18,Tata Punch 2018 in excellent condition,"['Central Locking', 'Power Windows', 'ABS', 'Music System', 'Airbags', 'Fog Lights', 'Power Steering']"
realtime_082,Tata,Harrier,2019,566415,72588,Diesel,Automatic,Ahmedabad,carwale,0.73,2025-07-24T15:02:21.980170,22,Individual,False,10,Tata Harrier 2019 in excellent condition,"['Fog Lights', 'Power Windows', 'ABS', 'Music System']"
realtime_083,BMW,X1,2019,1732249,57629,Diesel,Automatic,Chennai,olx,0.65,2025-07-24T15:02:21.980170,14,Dealer,True,12,BMW X1 2019 in excellent condition,"['Music System', 'Alloy Wheels', 'ABS', 'Power Windows']"
realtime_084,Audi,Q3,2024,4218878,1000,Petrol,Manual,Hyderabad,olx,0.96,2025-07-24T15:02:21.980170,11,Dealer,True,18,Audi Q3 2024 in excellent condition,"['Airbags', 'Power Steering', 'AC', 'Power Windows', 'Alloy Wheels', 'Fog Lights', 'ABS']"
realtime_085,Maruti Suzuki,Baleno,2019,302914,55724,Petrol,Manual,Mumbai,cars24,0.73,2025-07-24T15:02:21.980170,17,Dealer,False,9,Maruti Suzuki Baleno 2019 in excellent condition,"['Central Locking', 'Music System', 'Power Steering', 'Alloy Wheels', 'ABS', 'Airbags']"
realtime_086,Mercedes-Benz,C-Class,2023,4622697,8702,Petrol,Manual,Lucknow,carwale,1.0,2025-07-24T15:02:21.980170,6,Individual,True,20,Mercedes-Benz C-Class 2023 in excellent condition,"['ABS', 'Alloy Wheels', 'AC', 'Fog Lights', 'Central Locking', 'Power Steering', 'Music System']"
realtime_087,Hyundai,i20,2022,433695,24578,Diesel,Automatic,Bangalore,cartrade,0.79,2025-07-24T15:02:21.980170,9,Dealer,True,16,Hyundai i20 2022 in excellent condition,"['Airbags', 'Fog Lights', 'Music System', 'Power Steering']"
realtime_088,Maruti Suzuki,Swift,2023,306261,12734,Petrol,Manual,Hyderabad,carwale,1.0,2025-07-24T15:02:21.980170,17,Individual,False,8,Maruti Suzuki Swift 2023 in excellent condition,"['ABS', 'Fog Lights', 'Music System', 'Power Steering', 'Alloy Wheels']"
realtime_089,Tata,Altroz,2023,423663,7443,Diesel,Manual,Kolkata,cardekho,1.0,2025-07-24T15:02:21.980170,28,Individual,False,16,Tata Altroz 2023 in excellent condition,"['Music System', 'Power Windows', 'AC']"
realtime_090,Tata,Nexon,2021,376010,29234,Diesel,Manual,Bangalore,carwale,0.85,2025-07-24T15:02:21.980170,5,Individual,True,20,Tata Nexon 2021 in excellent condition,"['ABS', 'Airbags', 'Alloy Wheels']"
realtime_091,Tata,Altroz,2022,352381,22610,Petrol,Manual,Jaipur,olx,0.92,2025-07-24T15:02:21.980170,17,Dealer,True,13,Tata Altroz 2022 in excellent condition,"['AC', 'Music System', 'Fog Lights', 'Airbags']"
realtime_092,Toyota,Fortuner,2021,1585374,27395,Petrol,Manual,Chennai,spinny,0.74,2025-07-24T15:02:21.980170,15,Dealer,False,8,Toyota Fortuner 2021 in excellent condition,"['Music System', 'AC', 'Fog Lights', 'Airbags']"
realtime_093,Mercedes-Benz,GLA,2018,2507835,70789,Petrol,Manual,Lucknow,olx,0.64,2025-07-24T15:02:21.980170,27,Individual,True,15,Mercedes-Benz GLA 2018 in excellent condition,"['AC', 'ABS', 'Fog Lights']"
realtime_094,Hyundai,Verna,2019,382119,54363,Petrol,Manual,Pune,cartrade,0.64,2025-07-24T15:02:21.980170,13,Dealer,False,7,Hyundai Verna 2019 in excellent condition,"['Alloy Wheels', 'Airbags', 'Power Steering', 'AC', 'Central Locking', 'ABS', 'Music System']"
realtime_095,Tata,Nexon,2020,306125,46472,Diesel,Manual,Hyderabad,cardekho,0.74,2025-07-24T15:02:21.980170,7,Dealer,False,16,Tata Nexon 2020 in excellent condition,"['Fog Lights', 'Music System', 'AC', 'Central Locking']"
realtime_096,Maruti Suzuki,Vitara Brezza,2018,489529,51023,Petrol,Manual,Bangalore,olx,0.63,2025-07-24T15:02:21.980170,11,Individual,True,8,Maruti Suzuki Vitara Brezza 2018 in excellent condition,"['Power Steering', 'Music System', 'AC', 'Fog Lights', 'Central Locking', 'Alloy Wheels']"
realtime_097,Honda,WR-V,2020,474534,50112,Diesel,Automatic,Delhi,cardekho,0.79,2025-07-24T15:02:21.980170,9,Individual,True,5,Honda WR-V 2020 in excellent condition,"['Music System', 'AC', 'Alloy Wheels', 'Fog Lights']"
realtime_098,Honda,Amaze,2021,342356,43331,Diesel,Manual,Hyderabad,cardekho,0.82,2025-07-24T15:02:21.980170,14,Individual,False,7,Honda Amaze 2021 in excellent condition,"['ABS', 'Airbags', 'Fog Lights']"
realtime_099,Hyundai,Grand i10 Nios,2022,379571,21790,CNG,Manual,Ahmedabad,cardekho,0.84,2025-07-24T15:02:21.980170,5,Individual,False,19,Hyundai Grand i10 Nios 2022 in excellent condition,"['Power Steering', 'Airbags', 'ABS', 'Power Windows']"
realtime_100,Mahindra,Bolero,2022,545633,26922,Diesel,Manual,Pune,cardekho,0.8,2025-07-24T15:02:21.980170,25,Individual,False,10,Mahindra Bolero 2022 in excellent condition,"['Music System', 'Alloy Wheels', 'Fog Lights', 'Central Locking']"
