vehicle_id,make,model,year,price,kms_driven,fuel_type,transmission,location,source,condition_score,scraped_at,listing_age_days,seller_type,verified,images_count,description,features
realtime_029,Mahindra,XUV700,2019,769195,69797,Petrol,Manual,Chennai,cars24,0.59,2025-07-24T14:05:01.002000,29,Individual,True,6,Mahindra XUV700 2019 in excellent condition,"['Central Locking', 'Alloy Wheels', 'Fog Lights']"
realtime_030,Honda,Jazz,2022,320373,18538,Petrol,Manual,Delhi,cars24,0.86,2025-07-24T14:05:01.002000,5,Individual,False,16,Honda Jazz 2022 in excellent condition,"['Alloy Wheels', 'Fog Lights', 'AC']"
realtime_031,Mahindra,Scorpio,2018,560230,77289,Diesel,Manual,Chennai,cardekho,0.49,2025-07-24T14:05:01.002000,27,Dealer,False,18,Mahindra Scorpio 2018 in excellent condition,"['Central Locking', 'Music System', 'Fog Lights', 'Power Windows', 'ABS', 'Airbags', 'AC']"
realtime_032,Mahindra,Scorpio,2021,709057,26413,Diesel,Manual,Bangalore,spinny,0.73,2025-07-24T14:05:01.002000,24,Dealer,False,20,Mahindra Scorpio 2021 in excellent condition,"['AC', 'Power Steering', 'Power Windows', 'Alloy Wheels', 'Fog Lights']"
realtime_033,Audi,A4,2023,3221236,10123,Petrol,Manual,Chennai,olx,0.95,2025-07-24T14:05:01.002000,5,Dealer,True,19,Audi A4 2023 in excellent condition,"['Alloy Wheels', 'Music System', 'Power Steering', 'Power Windows', 'Central Locking']"
realtime_034,Mahindra,Thar,2022,914623,21933,Petrol,Automatic,Pune,cars24,0.84,2025-07-24T14:05:01.002000,3,Individual,True,17,Mahindra Thar 2022 in excellent condition,"['Music System', 'Power Steering', 'Alloy Wheels']"
realtime_035,Audi,Q3,2020,2448649,32461,Petrol,Automatic,Pune,carwale,0.81,2025-07-24T14:05:01.002000,13,Individual,False,11,Audi Q3 2020 in excellent condition,"['Power Windows', 'Music System', 'Central Locking', 'Power Steering']"
realtime_036,Maruti Suzuki,Baleno,2018,296235,66797,Petrol,Automatic,Mumbai,spinny,0.56,2025-07-24T14:05:01.002000,1,Dealer,True,5,Maruti Suzuki Baleno 2018 in excellent condition,"['Central Locking', 'Alloy Wheels', 'Power Windows']"
realtime_037,Tata,Punch,2024,478754,1000,Petrol,Automatic,Hyderabad,carwale,1.0,2025-07-24T14:05:01.002000,14,Individual,True,10,Tata Punch 2024 in excellent condition,"['Airbags', 'Power Steering', 'Power Windows', 'ABS']"
realtime_038,Toyota,Glanza,2022,370834,24733,Petrol,Automatic,Lucknow,spinny,0.91,2025-07-24T14:05:01.002000,30,Individual,False,17,Toyota Glanza 2022 in excellent condition,"['Central Locking', 'Music System', 'ABS', 'Power Windows', 'Fog Lights', 'Airbags', 'AC']"
realtime_039,Maruti Suzuki,Baleno,2023,373166,10955,Petrol,Automatic,Hyderabad,olx,0.94,2025-07-24T14:05:01.002000,23,Individual,True,10,Maruti Suzuki Baleno 2023 in excellent condition,"['Central Locking', 'Airbags', 'Power Steering', 'Alloy Wheels', 'ABS']"
realtime_040,Maruti Suzuki,Dzire,2019,291895,74773,CNG,Manual,Kolkata,cars24,0.61,2025-07-24T14:05:01.002000,21,Dealer,False,18,Maruti Suzuki Dzire 2019 in excellent condition,"['Power Steering', 'Fog Lights', 'Alloy Wheels', 'Central Locking', 'ABS', 'Power Windows']"
realtime_041,Honda,City,2023,756991,12410,Hybrid,Automatic,Delhi,carwale,0.94,2025-07-24T14:05:01.002000,20,Individual,True,17,Honda City 2023 in excellent condition,"['Alloy Wheels', 'AC', 'Fog Lights', 'Airbags', 'Music System', 'Central Locking', 'Power Windows']"
realtime_042,Honda,City,2018,471875,58552,Hybrid,Automatic,Kolkata,carwale,0.7,2025-07-24T14:05:01.002000,8,Individual,False,16,Honda City 2018 in excellent condition,"['Alloy Wheels', 'Music System', 'Airbags', 'Fog Lights', 'Power Windows', 'ABS', 'AC']"
realtime_043,Hyundai,Venue,2020,414998,40433,Diesel,Automatic,Ahmedabad,olx,0.76,2025-07-24T14:05:01.002000,26,Individual,True,12,Hyundai Venue 2020 in excellent condition,"['Power Windows', 'Alloy Wheels', 'Airbags', 'Fog Lights', 'Central Locking', 'ABS']"
realtime_044,Honda,Jazz,2018,476253,72715,Petrol,Automatic,Kolkata,cardekho,0.59,2025-07-24T14:05:01.002000,4,Individual,True,12,Honda Jazz 2018 in excellent condition,"['Music System', 'Airbags', 'Alloy Wheels', 'Central Locking', 'Power Windows', 'Power Steering', 'Fog Lights']"
realtime_045,Toyota,Glanza,2023,387871,7717,Petrol,Manual,Chennai,olx,0.94,2025-07-24T14:05:01.002000,12,Individual,False,18,Toyota Glanza 2023 in excellent condition,"['Fog Lights', 'Airbags', 'Central Locking', 'Power Windows', 'Power Steering', 'AC', 'Music System']"
realtime_046,Mahindra,Scorpio,2018,481647,71775,Diesel,Automatic,Ahmedabad,cardekho,0.61,2025-07-24T14:05:01.002000,9,Dealer,True,20,Mahindra Scorpio 2018 in excellent condition,"['Power Windows', 'Music System', 'Fog Lights', 'ABS', 'Central Locking']"
realtime_047,Mercedes-Benz,GLA,2019,2322780,65206,Petrol,Manual,Pune,cardekho,0.64,2025-07-24T14:05:01.002000,18,Dealer,False,12,Mercedes-Benz GLA 2019 in excellent condition,"['ABS', 'Airbags', 'AC', 'Alloy Wheels', 'Central Locking', 'Power Windows']"
realtime_048,Toyota,Urban Cruiser,2019,432421,52841,Petrol,Automatic,Kolkata,cartrade,0.73,2025-07-24T14:05:01.002000,30,Dealer,False,14,Toyota Urban Cruiser 2019 in excellent condition,"['Power Steering', 'Fog Lights', 'ABS', 'Airbags', 'AC', 'Music System']"
realtime_049,Tata,Punch,2022,439185,19715,CNG,Automatic,Pune,cardekho,0.93,2025-07-24T14:05:01.002000,7,Dealer,False,14,Tata Punch 2022 in excellent condition,"['Power Steering', 'ABS', 'AC']"
realtime_050,Toyota,Urban Cruiser,2020,425869,44980,Petrol,Manual,Ahmedabad,spinny,0.76,2025-07-24T14:05:01.002000,7,Individual,False,13,Toyota Urban Cruiser 2020 in excellent condition,"['ABS', 'AC', 'Central Locking', 'Fog Lights']"
realtime_051,BMW,3 Series,2019,2886851,46251,Diesel,Manual,Lucknow,cartrade,0.62,2025-07-24T14:05:01.002000,23,Individual,True,12,BMW 3 Series 2019 in excellent condition,"['Central Locking', 'Airbags', 'Fog Lights', 'Alloy Wheels']"
realtime_052,Tata,Harrier,2020,807534,49022,Diesel,Manual,Hyderabad,cardekho,0.69,2025-07-24T14:05:01.002000,19,Individual,True,18,Tata Harrier 2020 in excellent condition,"['Fog Lights', 'Power Windows', 'Music System', 'Power Steering', 'Central Locking']"
realtime_053,Hyundai,Venue,2020,336084,36909,Petrol,Manual,Lucknow,spinny,0.74,2025-07-24T14:05:01.002000,8,Dealer,False,9,Hyundai Venue 2020 in excellent condition,"['Airbags', 'Alloy Wheels', 'AC']"
realtime_054,Audi,A4,2023,3135615,11352,Petrol,Automatic,Jaipur,olx,1.0,2025-07-24T14:05:01.002000,20,Individual,True,12,Audi A4 2023 in excellent condition,"['Airbags', 'Power Steering', 'Power Windows', 'AC', 'ABS', 'Fog Lights']"
realtime_055,Tata,Nexon,2018,403450,58157,Diesel,Manual,Mumbai,carwale,0.6,2025-07-24T14:05:01.002000,3,Individual,True,15,Tata Nexon 2018 in excellent condition,"['AC', 'Power Windows', 'Music System', 'Central Locking']"
realtime_056,Tata,Altroz,2018,408483,72333,Diesel,Automatic,Lucknow,carwale,0.64,2025-07-24T14:05:01.002000,10,Individual,False,18,Tata Altroz 2018 in excellent condition,"['ABS', 'Central Locking', 'Power Steering', 'Airbags', 'Fog Lights', 'Alloy Wheels']"
realtime_057,Honda,Amaze,2018,270861,63982,Diesel,Manual,Chennai,carwale,0.54,2025-07-24T14:05:01.002000,17,Individual,False,20,Honda Amaze 2018 in excellent condition,"['Music System', 'Fog Lights', 'Central Locking', 'Alloy Wheels']"
realtime_058,Mahindra,Bolero,2024,687995,1000,Diesel,Manual,Lucknow,cars24,0.94,2025-07-24T14:05:01.002000,17,Dealer,False,14,Mahindra Bolero 2024 in excellent condition,"['ABS', 'AC', 'Power Steering', 'Music System', 'Alloy Wheels']"
realtime_059,Mahindra,Thar,2023,1021698,10853,Petrol,Automatic,Ahmedabad,spinny,0.87,2025-07-24T14:05:01.002000,8,Dealer,True,7,Mahindra Thar 2023 in excellent condition,"['Alloy Wheels', 'ABS', 'AC', 'Fog Lights', 'Power Windows', 'Power Steering']"
realtime_060,Honda,Amaze,2022,350499,18928,Petrol,Manual,Kolkata,carwale,0.92,2025-07-24T14:05:01.002000,5,Individual,True,5,Honda Amaze 2022 in excellent condition,"['AC', 'Alloy Wheels', 'Power Windows', 'Music System', 'Central Locking']"
realtime_061,BMW,3 Series,2023,3381287,12799,Diesel,Automatic,Bangalore,carwale,0.95,2025-07-24T14:05:01.002000,27,Dealer,True,9,BMW 3 Series 2023 in excellent condition,"['Fog Lights', 'Airbags', 'Alloy Wheels']"
realtime_062,Tata,Safari,2021,928512,27728,Diesel,Manual,Kolkata,carwale,0.79,2025-07-24T14:05:01.002000,11,Dealer,True,18,Tata Safari 2021 in excellent condition,"['Alloy Wheels', 'Airbags', 'Music System', 'ABS', 'Central Locking']"
realtime_063,Honda,Jazz,2020,383453,54186,Petrol,Automatic,Kolkata,spinny,0.79,2025-07-24T14:05:01.002000,24,Individual,False,15,Honda Jazz 2020 in excellent condition,"['ABS', 'Fog Lights', 'Alloy Wheels', 'AC', 'Music System', 'Central Locking']"
realtime_064,Mahindra,XUV700,2019,922857,58051,Diesel,Manual,Pune,spinny,0.64,2025-07-24T14:05:01.002000,11,Dealer,True,17,Mahindra XUV700 2019 in excellent condition,"['ABS', 'Power Windows', 'Power Steering', 'Music System', 'Airbags', 'Central Locking']"
realtime_065,Audi,Q3,2019,2496331,42646,Petrol,Manual,Kolkata,cardekho,0.69,2025-07-24T14:05:01.002000,12,Individual,True,12,Audi Q3 2019 in excellent condition,"['ABS', 'Music System', 'Power Steering', 'Airbags']"
realtime_066,Tata,Harrier,2022,970044,22670,Diesel,Manual,Kolkata,carwale,0.92,2025-07-24T14:05:01.002000,26,Dealer,True,11,Tata Harrier 2022 in excellent condition,"['AC', 'Alloy Wheels', 'Fog Lights', 'Power Windows', 'Central Locking', 'Power Steering']"
realtime_067,Tata,Altroz,2023,399387,13885,Petrol,Manual,Mumbai,olx,0.92,2025-07-24T14:05:01.002000,1,Individual,False,14,Tata Altroz 2023 in excellent condition,"['Power Steering', 'Central Locking', 'Fog Lights', 'ABS', 'Airbags']"
realtime_068,Tata,Safari,2023,1508618,11460,Diesel,Manual,Mumbai,carwale,0.99,2025-07-24T14:05:01.002000,11,Individual,False,8,Tata Safari 2023 in excellent condition,"['Power Steering', 'Power Windows', 'ABS', 'Central Locking', 'Fog Lights', 'AC', 'Airbags']"
realtime_069,Honda,WR-V,2020,421087,53689,Diesel,Manual,Chennai,cardekho,0.79,2025-07-24T14:05:01.002000,20,Individual,False,9,Honda WR-V 2020 in excellent condition,"['Central Locking', 'Airbags', 'Music System', 'ABS', 'Power Steering', 'AC', 'Alloy Wheels']"
realtime_070,BMW,X1,2024,4436238,1000,Diesel,Manual,Lucknow,spinny,0.99,2025-07-24T14:05:01.002000,23,Individual,True,7,BMW X1 2024 in excellent condition,"['Central Locking', 'Power Windows', 'Fog Lights', 'Airbags']"
realtime_071,Mercedes-Benz,C-Class,2020,3223952,35702,Petrol,Automatic,Kolkata,cartrade,0.75,2025-07-24T14:05:01.002000,1,Individual,True,15,Mercedes-Benz C-Class 2020 in excellent condition,"['Power Steering', 'Alloy Wheels', 'Power Windows', 'ABS', 'Central Locking']"
realtime_072,BMW,3 Series,2022,2940099,18951,Diesel,Automatic,Hyderabad,cars24,0.82,2025-07-24T14:05:01.002000,20,Individual,False,5,BMW 3 Series 2022 in excellent condition,"['AC', 'Fog Lights', 'Music System']"
realtime_073,Hyundai,i20,2023,517916,8696,Diesel,Manual,Pune,carwale,0.96,2025-07-24T14:05:01.002000,24,Individual,False,12,Hyundai i20 2023 in excellent condition,"['Music System', 'Alloy Wheels', 'Airbags', 'AC', 'Central Locking', 'Power Steering', 'Power Windows']"
realtime_074,Toyota,Glanza,2019,284533,68075,CNG,Automatic,Bangalore,spinny,0.72,2025-07-24T14:05:01.002000,4,Dealer,False,6,Toyota Glanza 2019 in excellent condition,"['Power Steering', 'Alloy Wheels', 'Power Windows']"
realtime_075,Hyundai,Venue,2018,335958,86947,Diesel,Manual,Hyderabad,cars24,0.62,2025-07-24T14:05:01.002000,25,Individual,True,20,Hyundai Venue 2018 in excellent condition,"['Airbags', 'Central Locking', 'ABS', 'Power Windows', 'Power Steering']"
realtime_076,Maruti Suzuki,Swift,2019,357559,61297,Petrol,Manual,Pune,cartrade,0.64,2025-07-24T14:05:01.002000,7,Dealer,True,12,Maruti Suzuki Swift 2019 in excellent condition,"['Music System', 'Alloy Wheels', 'Airbags', 'Fog Lights', 'AC', 'ABS', 'Central Locking']"
realtime_077,Maruti Suzuki,Alto K10,2022,256088,28379,CNG,Manual,Pune,carwale,0.81,2025-07-24T14:05:01.002000,30,Dealer,True,13,Maruti Suzuki Alto K10 2022 in excellent condition,"['Alloy Wheels', 'ABS', 'Power Steering', 'Central Locking', 'Fog Lights', 'AC']"
realtime_078,Honda,Amaze,2024,415646,1000,Petrol,Manual,Hyderabad,cars24,0.9,2025-07-24T14:05:01.002000,16,Individual,True,13,Honda Amaze 2024 in excellent condition,"['Power Steering', 'AC', 'Alloy Wheels']"
realtime_079,BMW,3 Series,2022,2757572,22025,Petrol,Manual,Bangalore,cars24,0.84,2025-07-24T14:05:01.002000,9,Individual,True,16,BMW 3 Series 2022 in excellent condition,"['Alloy Wheels', 'Central Locking', 'Airbags', 'AC']"
realtime_080,Tata,Safari,2022,1137058,19868,Diesel,Automatic,Mumbai,cardekho,0.86,2025-07-24T14:05:01.002000,24,Dealer,False,5,Tata Safari 2022 in excellent condition,"['AC', 'Power Steering', 'Central Locking', 'Airbags']"
realtime_081,Mercedes-Benz,C-Class,2018,2521363,80280,Petrol,Manual,Jaipur,cardekho,0.58,2025-07-24T14:05:01.002000,9,Individual,False,20,Mercedes-Benz C-Class 2018 in excellent condition,"['Power Windows', 'Power Steering', 'AC', 'Airbags', 'ABS', 'Music System']"
realtime_082,Toyota,Fortuner,2023,2091503,8570,Diesel,Automatic,Lucknow,cartrade,0.88,2025-07-24T14:05:01.002000,16,Dealer,False,19,Toyota Fortuner 2023 in excellent condition,"['Central Locking', 'AC', 'ABS', 'Fog Lights', 'Power Windows']"
realtime_083,Mercedes-Benz,C-Class,2018,3057864,76944,Petrol,Automatic,Bangalore,spinny,0.65,2025-07-24T14:05:01.002000,29,Dealer,False,8,Mercedes-Benz C-Class 2018 in excellent condition,"['Power Windows', 'Music System', 'Alloy Wheels', 'AC', 'Airbags']"
realtime_084,Toyota,Fortuner,2024,2481507,1905,Diesel,Manual,Kolkata,carwale,0.92,2025-07-24T14:05:01.002000,18,Dealer,True,20,Toyota Fortuner 2024 in excellent condition,"['Fog Lights', 'Central Locking', 'Airbags', 'Alloy Wheels', 'Power Steering', 'ABS']"
realtime_085,Tata,Altroz,2018,395801,50488,Petrol,Automatic,Mumbai,spinny,0.72,2025-07-24T14:05:01.002000,18,Individual,True,12,Tata Altroz 2018 in excellent condition,"['Alloy Wheels', 'Central Locking', 'Power Steering']"
realtime_086,Hyundai,Venue,2023,517460,7683,Petrol,Manual,Ahmedabad,cartrade,0.96,2025-07-24T14:05:01.002000,11,Dealer,True,17,Hyundai Venue 2023 in excellent condition,"['Power Steering', 'AC', 'Airbags', 'Power Windows', 'ABS', 'Music System', 'Fog Lights']"
realtime_087,Hyundai,Creta,2023,697263,12117,Diesel,Manual,Delhi,cartrade,0.86,2025-07-24T14:05:01.002000,11,Individual,True,14,Hyundai Creta 2023 in excellent condition,"['Power Steering', 'Central Locking', 'Fog Lights', 'Music System', 'AC']"
realtime_088,Toyota,Fortuner,2024,3000345,1000,Petrol,Automatic,Jaipur,cardekho,1.0,2025-07-24T14:05:01.002000,25,Individual,True,7,Toyota Fortuner 2024 in excellent condition,"['Music System', 'Airbags', 'Central Locking', 'ABS', 'Fog Lights', 'Alloy Wheels', 'Power Windows']"
realtime_089,Maruti Suzuki,WagonR,2020,280229,43536,Petrol,Automatic,Bangalore,cartrade,0.74,2025-07-24T14:05:01.002000,28,Dealer,True,8,Maruti Suzuki WagonR 2020 in excellent condition,"['ABS', 'Central Locking', 'Airbags']"
realtime_090,Mahindra,Bolero,2022,592285,22948,Diesel,Manual,Delhi,cars24,0.77,2025-07-24T14:05:01.002000,24,Individual,False,14,Mahindra Bolero 2022 in excellent condition,"['AC', 'Power Windows', 'Central Locking', 'ABS']"
realtime_091,Maruti Suzuki,Dzire,2023,466231,9184,CNG,Manual,Ahmedabad,spinny,1.0,2025-07-24T14:05:01.002000,5,Individual,False,8,Maruti Suzuki Dzire 2023 in excellent condition,"['Alloy Wheels', 'Music System', 'Airbags']"
realtime_092,Audi,Q3,2022,2205660,24683,Petrol,Automatic,Lucknow,spinny,0.77,2025-07-24T14:05:01.002000,10,Dealer,True,11,Audi Q3 2022 in excellent condition,"['AC', 'Central Locking', 'Fog Lights', 'Power Steering']"
realtime_093,Maruti Suzuki,Baleno,2021,345183,30192,CNG,Manual,Hyderabad,cartrade,0.74,2025-07-24T14:05:01.002000,7,Dealer,False,6,Maruti Suzuki Baleno 2021 in excellent condition,"['Alloy Wheels', 'Central Locking', 'Power Windows', 'ABS']"
realtime_094,Hyundai,Creta,2021,559764,22417,Diesel,Automatic,Chennai,spinny,0.86,2025-07-24T14:05:01.002000,7,Dealer,False,14,Hyundai Creta 2021 in excellent condition,"['Music System', 'Central Locking', 'Airbags']"
realtime_095,Maruti Suzuki,Alto K10,2021,177944,24066,Petrol,Manual,Lucknow,cardekho,0.75,2025-07-24T14:05:01.002000,22,Dealer,False,20,Maruti Suzuki Alto K10 2021 in excellent condition,"['Power Windows', 'Music System', 'ABS']"
realtime_096,Hyundai,Verna,2022,660225,16781,Petrol,Manual,Chennai,cars24,0.89,2025-07-24T14:05:01.002000,2,Dealer,False,8,Hyundai Verna 2022 in excellent condition,"['ABS', 'Power Steering', 'Airbags', 'Alloy Wheels']"
realtime_097,Mercedes-Benz,GLA,2018,2570235,50198,Petrol,Automatic,Jaipur,cartrade,0.69,2025-07-24T14:05:01.002000,14,Dealer,True,20,Mercedes-Benz GLA 2018 in excellent condition,"['Music System', 'Central Locking', 'Alloy Wheels']"
realtime_098,Honda,City,2022,836810,18815,Hybrid,Manual,Bangalore,spinny,0.78,2025-07-24T14:05:01.002000,24,Dealer,True,16,Honda City 2022 in excellent condition,"['Fog Lights', 'Power Windows', 'Alloy Wheels', 'Central Locking', 'Airbags', 'Music System']"
realtime_099,Mahindra,Bolero,2018,390940,80505,Diesel,Manual,Ahmedabad,spinny,0.56,2025-07-24T14:05:01.002000,13,Individual,True,20,Mahindra Bolero 2018 in excellent condition,"['Fog Lights', 'ABS', 'Alloy Wheels', 'Airbags']"
realtime_100,Toyota,Urban Cruiser,2023,684560,12196,Petrol,Automatic,Delhi,carwale,0.93,2025-07-24T14:05:01.002000,19,Dealer,False,15,Toyota Urban Cruiser 2023 in excellent condition,"['Power Steering', 'Central Locking', 'Fog Lights', 'Music System', 'Power Windows']"
